"","dimension","regex","token"
"1297","environment","\brenew\b","renew"
"1298","environment","\brenewable\b","renewable"
"1299","environment","\brenewable energies\b","renewable energies"
"1300","environment","\brenewable energy\b","renewable energy"
"1301","environment","\brenewal\b","renewal"
"1302","environment","\brenewals\b","renewals"
"1303","environment","\brenewed\b","renewed"
"1304","environment","\brenewing\b","renewing"
"1305","environment","\brequirements\b","requirements"
"1306","environment","\bresearch\b","research"
"1307","environment","\bresearchers\b","researchers"
"1308","environment","\breserve\b","reserve"
"1309","environment","\breserves\b","reserves"
"1310","environment","\breservoir\b","reservoir"
"1311","environment","\bresource conservation\b","resource conservation"
"1312","environment","\bresource conservationism\b","resource conservationism"
"1313","environment","\bresource conservationist\b","resource conservationist"
"1314","environment","\bresource conservationists\b","resource conservationists"
"1315","environment","\brespects\b","respects"
"1316","environment","\bresponsibility\b","responsibility"
"1317","environment","\bresponsible\b","responsible"
"1318","environment","\breusable\b","reusable"
"1319","environment","\breuse\b","reuse"
"1320","environment","\breuses\b","reuses"
"1321","environment","\bright\b","right"
"1322","environment","\briver\b","river"
"1323","environment","\broyalties\b","royalties"
"1324","environment","\bsafe\b","safe"
"1325","environment","\bsafety\b","safety"
"1326","environment","\bsaltwater\b","saltwater"
"1327","environment","\bscience\b","science"
"1328","environment","\bscientifically\b","scientifically"
"1329","environment","\bscientists\b","scientists"
"1330","environment","\bseasonal\b","seasonal"
"1331","environment","\bseasonally\b","seasonally"
"1332","environment","\bseed\b","seed"
"1333","environment","\bselection\b","selection"
"1334","environment","\bsensitivity\b","sensitivity"
"1335","environment","\bshipyards\b","shipyards"
"1336","environment","\bshore\b","shore"
"1337","environment","\bshrinking\b","shrinking"
"1338","environment","\bsite\b","site"
"1339","environment","\bsmart growth\b","smart growth"
"1340","environment","\bsolar\b","solar"
"1341","environment","\bsolubility\b","solubility"
"1342","environment","\bsolvents\b","solvents"
"1343","environment","\bsourcing\b","sourcing"
"1344","environment","\bstakeholders\b","stakeholders"
"1345","environment","\bstewardship\b","stewardship"
"1346","environment","\bsuitability\b","suitability"
"1347","environment","\bsuitable\b","suitable"
"1348","environment","\bsulfur\b","sulfur"
"1349","environment","\bsurveys\b","surveys"
"1350","environment","\bsustain\b","sustain"
"1351","environment","\bsustainable\b","sustainable"
"1352","environment","\bsustainable consumption\b","sustainable consumption"
"1353","environment","\bsymbiotic\b","symbiotic"
"1354","environment","\bsymbiotic relationship\b","symbiotic relationship"
"1355","environment","\bsymbiotic relationships\b","symbiotic relationships"
"1356","environment","\btarget\b","target"
"1357","environment","\btechnologies\b","technologies"
"1358","environment","\btemperature rise\b","temperature rise"
"1359","environment","\bterrorist\b","terrorist"
"1360","environment","\bthreat\b","threat"
"1361","environment","\btornadoes\b","tornadoes"
"1362","environment","\btradeoffs\b","tradeoffs"
"1363","environment","\btransparency\b","transparency"
"1364","environment","\btransparent\b","transparent"
"1365","environment","\btree\b","tree"
"1366","environment","\btriple bottom line\b","triple bottom line"
"1367","environment","\btruthfulness\b","truthfulness"
"1368","environment","\bturbine\b","turbine"
"1369","environment","\bunavoidable\b","unavoidable"
"1370","environment","\bunbiased\b","unbiased"
"1371","environment","\bunderutilization\b","underutilization"
"1372","environment","\bunderutilized\b","underutilized"
"1373","environment","\buneconomic\b","uneconomic"
"1374","environment","\buneconomical\b","uneconomical"
"1375","environment","\buneconomically\b","uneconomically"
"1376","environment","\bunethical\b","unethical"
"1377","environment","\bunfair\b","unfair"
"1378","environment","\bunproductive\b","unproductive"
"1379","environment","\bunprofitably\b","unprofitably"
"1380","environment","\bunrestricted\b","unrestricted"
"1381","environment","\bunsafe\b","unsafe"
"1382","environment","\bunusable\b","unusable"
"1383","environment","\buprooting\b","uprooting"
"1384","environment","\burbanization\b","urbanization"
"1385","environment","\bvegetables\b","vegetables"
"1386","environment","\bvolcanic\b","volcanic"
"1387","environment","\bvoluntarily\b","voluntarily"
"1388","environment","\bvoluntary\b","voluntary"
"1389","environment","\bvoluntary disclosure\b","voluntary disclosure"
"1390","environment","\bvoluntary disclosures\b","voluntary disclosures"
"1391","environment","\bvulnerability\b","vulnerability"
"1392","environment","\bvulnerable\b","vulnerable"
"1393","environment","\bwarm\b","warm"
"1394","environment","\bwaste\b","waste"
"1395","environment","\bwaste reduction\b","waste reduction"
"1396","environment","\bwasteland\b","wasteland"
"1397","environment","\bwater\b","water"
"1398","environment","\bwater desalination\b","water desalination"
"1399","environment","\bwater purification\b","water purification"
"1400","environment","\bwater purifications\b","water purifications"
"1401","environment","\bwave\b","wave"
"1402","environment","\bweather\b","weather"
"1403","environment","\bwetland\b","wetland"
"1404","environment","\bwetlands\b","wetlands"
"1405","environment","\bwilderness\b","wilderness"
"1406","environment","\bwildlife conservation\b","wildlife conservation"
"1407","environment","\bwind\b","wind"
"1408","environment","\bwind energies\b","wind energies"
"1409","environment","\bwind energy\b","wind energy"
"1410","environment","\bwindmill\b","windmill"
"1411","environment","\bwood\b","wood"
"1412","environment","\bworld\b","world"
"1413","environment","\bwrongdoing\b","wrongdoing"
"1414","environment","\bwrongfully\b","wrongfully"
"1415","environment","\byard\b","yard"
"1416","environment","\byields\b","yields"
"1417","environment","\bzone\b","zone"
"1418","environment","\bzones\b","zones"
"1419","environment","\bzoning\b","zoning"
