,seq_no,segment,polarity
3070,3070,"Even as I was hobbled by a state of continuous sexual arousal, it excited me to be in the same room as a great man.",0.7814949154853821
3071,3071,"From pre-war meditations on the idea of a universal computing machine, to Bletchley in the early years of the war, to morphogenesis, to his glorious patrician present.",0.6517555117607117
3072,3072,"The greatest living Englishman, noble and free in his love for another man.",0.624467134475708
3073,3073,"In his seniority, dressed with the flamboyance of a rock star, a genius painter, a knighted actor.",0.7693288326263428
3074,3074,I could see him only if I turned rudely away from Miranda.,0.48801079392433167
3075,3075,I resisted.,0.6070351004600525
3076,3076,"I distracted myself with the usual list, the buried suspicions, all we had not touched on--the Salisbury court case and the death threat being the most rank.",0.6721500158309937
3077,3077,"Where was my courage when I lacked the clarity to raise these subjects, when they tormented me while they remained unspoken?",0.47399017214775085
3078,3078,"You said Adam's got a screw loose.""",0.5575184226036072
3079,3079,Idiot.,0.1318412572145462
3080,3080,"But happy birthday.""",0.5592957735061646
3081,3081,We raised our glasses again.,0.3353278338909149
3082,3082,The Medoc was bottled when Miranda was two years old and my father was moving out of swing into bebop.,0.6834161281585693
3083,3083,"The meal was a success, but the bill was a long time coming.",0.6835669875144958
3084,3084,While we waited we decided on a parting cognac.,0.5695342421531677
3085,3085,"The drinks the waiter brought were double measures, on the house.",0.6947919130325317
3086,3086,Miranda returned to the business of her father's illness.,0.5734784603118896
3087,3087,"The new diagnosis was lymphoma, of a slow-acting kind.",0.6222378015518188
3088,3088,He was likely to die with it rather than of it.,0.31407418847084045
3089,3089,He had much else to die of.,0.3158605992794037
3090,3090,But there was a pill he now took that made him cheerful and assertive--and even more of a handful.,0.2682064175605774
3091,3091,Impossible projects filled his thoughts.,0.6401519775390625
3092,3092,"He wanted to sell the Salisbury house and buy an apartment in New York, in the East Village, not the current one, she suspected, but the Village of his youth.",0.7750552296638489
3093,3093,"On a rush of self-belief, he had signed a contract to deliver a coffee-table book on the folklore of British birds--a vast project that he could never hope to complete, even with a full-time researcher.",0.5658148527145386
3094,3094,"On a strange whim, given his views, he had joined a fringe political group dedicated to taking Britain out of the European Union.",0.7389944195747375
3095,3095,"He was up for election as treasurer at his London club, the Athenaeum.",0.7444641590118408
3096,3096,Every day he phoned his daughter with new schemes.,0.8235346674919128
3097,3097,"Everything I heard made me gloomier about our proposed visit, but I said nothing.",0.5447421073913574
3098,3098,At last we were done and we shrugged on our coats.,0.5815810561180115
3099,3099,Miranda preceded me towards the door.,0.2263290137052536
3100,3100,Our path between the tables would take us close to Turing's.,0.5100378394126892
3101,3101,"As we approached, I saw that apart from a bowl of nuts, hardly touched, the distinguished diners had eaten nothing.",0.4250037670135498
3102,3102,They were here to talk and drink.,0.5096092224121094
3103,3103,"In an ice bucket was a half-bottle of Dutch genever, and on the table were ice cubes in a silver dish and two cut-glass tumblers.",0.6643893718719482
3104,3104,I was impressed.,0.7497550249099731
3105,3105,Would I be so game at seventy?,0.5135844945907593
3106,3106,Turing was facing me directly.,0.38443928956985474
3107,3107,"The years had lengthened his face, marking out the cheekbones, giving him a keen ferocious look.",0.5640796422958374
3108,3108,Many years later I thought I saw the ghost of Alan Turing in the figure of the painter Lucian Freud.,0.34881120920181274
3109,3109,I crossed his path late one night as he came out of the Wolseley in Piccadilly.,0.7469626665115356
3110,3110,Same lean fitness in early old age that seemed derived less from healthy living than from a hunger to keep on creating.,0.5816739797592163
3111,3111,The decision was taken for me by the cognac.,0.7316550612449646
3112,3112,"I approached as millions before me had approached a famous presence in a public place, with outward humility masking the entitlement that genuine admiration confers.",0.3878115713596344
3113,3113,"Turing glanced up at me, then looked away.",0.36495208740234375
3114,3114,Dealing with admirers was Reah's business.,0.36279863119125366
3115,3115,I was not drunk enough to be unembarrassed and I stumbled over the formulaic opener.,0.3356626331806183
3116,3116,"I just wanted to express my profound gratitude to you both for your work.""",0.6535152196884155
3117,3117,The tense was clear.,0.8212124705314636
3118,3118,I came to my point.,0.5901557803153992
3119,3119,I have got one too.,0.32705599069595337
3120,3120,"I wondered if you have experienced any sort of problem with . . .""",0.6534804105758667
3121,3121,"I trailed away because I had seen Reah look at Turing, who had firmly shaken his head.",0.7653024792671204
3122,3122,I took out my card and put it on their table.,0.39389070868492126
3123,3123,Neither man looked at it.,0.8324796557426453
3124,3124,"I retreated, muttering my foolish apologies.",0.570941150188446
3125,3125,Miranda was right beside me.,0.4821033477783203
3126,3126,She took my hand and as we stepped out into Greek Street she gave a sympathetic squeeze.,0.603053867816925
3127,3127,"Love the universe!""",0.33791524171829224
3128,3128,This was the first of his poems that Adam recited to me.,0.6771630644798279
3129,3129,"He had come into my bedroom without knocking just after eleven one morning, while I was working at my screen, hoping to take advantage of volatility in the currency markets.",0.8848484754562378
3130,3130,There was a square of sunlight on the carpet and he made a point of standing in it.,0.4430912435054779
3131,3131,I noticed he was wearing one of my turtleneck sweaters.,0.513232409954071
3132,3132,He must have taken it from my drawer.,0.8604927062988281
3133,3133,He told me he had a poem he urgently needed to recite.,0.5550379157066345
3134,3134,I swivelled in my chair and waited.,0.6468915939331055
3135,3135,"When he finished I said unkindly, ""Short at least.""",0.7762338519096375
3136,3136,"He winced. """,0.5311315059661865
3137,3137,"A haiku.""",0.7368281483650208
3138,3138,"Nineteen syllables.""",0.6101897358894348
3139,3139,Five,0.44467493891716003
3140,3140,then seven then five again.,0.5036221742630005
3141,3141,"Here's another.""",0.4959583580493927
3142,3142,"He paused, looked towards the ceiling.",0.6445960402488708
3143,3143,"She made prints in time.""",0.5939012765884399
3144,3144,"I said, ""Spacetime?""",0.5442416667938232
3145,3145,"I have got to get on.""",0.6467300653457642
3146,3146,"But look . . .""",0.28599974513053894
3147,3147,He left his illuminated spot and came to my desk and put his hand over the mouse.,0.7339569330215454
3148,3148,"These two rows of figures, do not you see?",0.49413013458251953
3149,3149,Intersecting Fibonacci curves.,0.7628529071807861
3150,3150,A high probability,0.48956772685050964
3151,3151,that if you buy here and wait. . .,0.3117944002151489
3152,3152,now sell.,0.2075478434562683
3153,3153,Look.,0.22696055471897125
3154,3154,"You made PS31.""",0.5859377980232239
3155,3155,He returned to his square of light.,0.6627041101455688
3156,3156,I sighed and he moved away.,0.8341571688652039
3157,3157,"As he reached the door I added, ""Clean up the kitchen and bathroom, would you, please?",0.32942989468574524
3158,3158,"Difficult to do with one hand.""",0.3860883414745331
3159,3159,He nodded and went away.,0.6835336089134216
3160,3160,"A kind of peace or stability had settled over our household, despite the matter of Gorringe's release.",0.5554340481758118
3161,3161,I was more relaxed.,0.9088138341903687
3162,3162,"Adam was spending no time alone with Miranda, while I was with her every night.",0.8162761330604553
3163,3163,I was confident he would keep his promise.,0.34665918350219727
3164,3164,"He had told me several times that he was in love, and chaste love was fine by me.",0.6086242198944092
3165,3165,He wrote poems in his thoughts and stored them there.,0.817247211933136
3166,3166,He wanted to talk to me about Miranda,0.3650573790073395
3167,3167,but I usually cut him off.,0.7077242732048035
3168,3168,I did not dare attempt to power him down,0.36332574486732483
3169,3169,and I had no particular need.,0.21143898367881775
3170,3170,The plan to get him back to the salesroom was set aside.,0.8165119886398315
3171,3171,Love appeared to have softened him.,0.6370090246200562
3172,3172,"For reasons I did not understand, he was eager for my approval.",0.7780560255050659
3173,3173,"Guilt, perhaps.",0.383797287940979
3174,3174,He had fallen back into a routine of vague obedience.,0.90888512134552
3175,3175,I remained cautious because of my wrist,0.6043550372123718
3176,3176,and I was watchful--,0.25235188007354736
3177,3177,but nothing of that showed.,0.38996192812919617
3178,3178,"I reminded myself that he was still my experiment, my adventure.",0.6155843138694763
3179,3179,It was not supposed to run smooth at every turn.,0.66352778673172
3180,3180,With Adam's love came intellectual exuberance.,0.3900533616542816
3181,3181,"He insisted on telling me his latest thoughts, his theories, his aphorisms, his latest reading.",0.7058400511741638
3182,3182,He was putting himself through a course on quantum mechanics.,0.5381717085838318
3183,3183,"All night, while he charged up, he contemplated the mathematics and the basic texts.",0.9076858162879944
3184,3184,"He read Schrodinger's Dublin lectures, What Is Life?, from which he concluded that he was alive.",0.6770764589309692
3185,3185,"He read the transcript of the celebrated 1927 Solvay conference, when the luminaries of physics met to discuss photons and electrons.",0.5923941731452942
3186,3186,I was at breakfast.,0.5231575965881348
3187,3187,"I told him I would once read that the elderly Einstein, while at Princeton in his final years, started each day with eggs fried in butter and that in Adam's honour, I was frying two now for myself.",0.5893934965133667
3188,3188,"Adam said, ""People said he never grasped what he himself had started.",0.42505592107772827
3189,3189,Solvay was a battlefield for him.,0.5653462409973145
3190,3190,"Outnumbered, poor fellow.",0.3506647050380707
3191,3191,By extraordinary young men.,0.49799326062202454
3192,3192,But that was unfair.,0.061198730021715164
3193,3193,"The young Turks were not concerned with what nature is, only with what one could say about it.",0.36215314269065857
3194,3194,Whereas Einstein thought there was no science without belief in an external world independent of the observer.,0.32664892077445984
3195,3195,"He did not think quantum mechanics was wrong so much as incomplete.""",0.49243444204330444
3196,3196,This after one night's study.,0.7129008173942566
3197,3197,"I remembered my hopeless brief entanglement with physics at college, before I found safety in anthropology.",0.603217363357544
3198,3198,"I suppose I was a little jealous, especially when I learned that Adam had got his mind round Dirac's equation.",0.6949478387832642
3199,3199,I cited Richard Feynman's remark that anyone who claims to understand quantum theory does not understand quantum theory.,0.2537806034088135
3200,3200,"Adam shook his head. """,0.6321832537651062
3201,3201,"A bogus paradox, if it is even a paradox at all.",0.1745201200246811
3202,3202,"Tens of thousands understand it, millions make use of it.",0.45119911432266235
3203,3203,"it is a matter of time, Charlie.",0.32532864809036255
3204,3204,General relativity was once at the outer edge of difficulty.,0.6781218647956848
3205,3205,Now it is routine for firstyear undergraduates.,0.49013543128967285
3206,3206,The same was true of the calculus.,0.3980225920677185
3207,3207,Now fourteen-year-olds can do it.,0.21812646090984344
3208,3208,"One day quantum mechanics will pass into common sense.""",0.19622690975666046
3209,3209,By this time I was eating my eggs.,0.34479060769081116
3210,3210,Adam had made the coffee.,0.5455660223960876
3211,3211,It was far too strong.,0.47148221731185913
3212,3212,"I said, ""OK.",0.3401591181755066
3213,3213,What about that Solvay question?,0.33010613918304443
3214,3214,"Is quantum mechanics a description of nature or just an effective way of predicting things?""",0.2876278758049011
3215,3215,"I do not understand the doubt about it,"" he said.",0.49326571822166443
3216,3216,"To creatures of our immense size, the material world looks blurred and feels hard.",0.3431048095226288
3217,3217,But now we know how strange and wonderful it is.,0.32592323422431946
3218,3218,"So it should not surprise us that consciousness, your sort and mine, could arise from an arrangement of matter",0.17755387723445892
3219,3219,And we do not have anything else to explain how matter can think and feel.,0.13300123810768127
3220,3220,"But then, beams can be investigated.""",0.2651340365409851
3221,3221,"Another morning, after he had told me how he had been thinking all night of Miranda, he said, ""I have also been thinking about vision and death.""",0.8063494563102722
3222,3222,We can not see behind our heads.,0.2542620003223419
3223,3223,We can not even see our chins.,0.35024622082710266
3224,3224,"let us say our field of vision is almost 180 degrees, counting in peripheral awareness.",0.3143029510974884
3225,3225,"The odd thing is, there is no boundary, no edge.",0.38753896951675415
3226,3226,"There is not vision and then blackness, like you get when you look through binoculars.",0.30634304881095886
3227,3227,"There is not something, then nothing.",0.17176660895347595
3228,3228,"What we have is the field of vision, and then beyond it less than nothing.""",0.2727375328540802
3229,3229,Less than nothing.,0.5351570248603821
3230,3230,Less than blackness.,0.3376362919807434
3231,3231,The edge of vision is a good representation of the edge of consciousness.,0.7971606254577637
3232,3232,"Life, then death.",0.26768895983695984
3233,3233,"it is a foretaste, Charlie, and it is there all day.""",0.5727651715278625
3234,3234,"He raised both hands as if to grip and shake a trophy. """,0.14116725325584412
3235,3235,Exactly right!,0.5026280879974365
3236,3236,"Less than nothing to be afraid of!""",0.27199938893318176
3237,3237,Was he covering for an anxiety about death?,0.43857359886169434
3238,3238,His term was fixed for approximately twenty years.,0.453745037317276
3239,3239,"When I asked, he said, ""that is the difference between us, Charlie.",0.6117508411407471
3240,3240,My body parts will be improved or replaced.,0.23066310584545135
3241,3241,"But my mind, my memories, experiences, identity and so on will be uploaded and retained.",0.4058758020401001
3242,3242,"they will be of use.""",0.45030462741851807
3243,3243,Poetry was another instance of his exuberance in love.,0.6189994812011719
3244,3244,"He had written 2,000 haikus and had recited about a dozen, of the same quality, each one devoted to Miranda.",0.7655749320983887
3245,3245,I would been interested at first in learning what Adam could create.,0.4991194009780884
3246,3246,But I soon lost interest in the form itself.,0.3897966146469116
3247,3247,"Too cute, too devoted to not making much sense, too undemanding of their author as they played on empty mysteries of the sound-of-one-hand-clapping sort.",0.12760502099990845
3248,3248,Two thousand!,0.48364701867103577
3249,3249,The figure made my point--an algorithm was churning them out.,0.15941883623600006
3250,3250,I said all this as we walked the backstreets of Stockwell--our daily exercise to extend Adam's social skills.,0.7853996157646179
3251,3251,"we would been into shops, pubs and had even taken a trip on the Tube to Green Park and sat on the grass among the lunchtime crowds.",0.6898543238639832
3252,3252,Perhaps I was too harsh.,0.391171932220459
3253,3253,"Haikus, I told him, could be stifling in their stillness.",0.7384929060935974
3254,3254,But I was also encouraging.,0.6735810041427612
3255,3255,Time to move on to another form.,0.5597588419914246
3256,3256,He had access to all the world's literature.,0.49544557929039
3257,3257,"Why not attempt a poem with verses of four lines, rhyming or not?",0.31014272570610046
3258,3258,Or even a short story and eventually a novel?,0.2105821669101715
3259,3259,Early that evening he gave me his response.,0.78704434633255
3260,3260,"I was not long out of the shower, freshly dressed and on my way upstairs, therefore a little impatient.",0.9232279658317566
3261,3261,"On the table, waiting to come with me, was a bottle of Pomerol.",0.8103933930397034
3262,3262,There was a conversation I needed to have with Miranda.,0.3808384835720062
3263,3263,Gorringe was due to be released in seven weeks.,0.8038519024848938
3264,3264,We still had not decided what to do.,0.6129166483879089
3265,3265,There was an assumption that Adam could act as her bodyguard,0.18551909923553467
3266,3266,and I was worried,0.40619170665740967
3267,3267,She had been back to the local police station.,0.6509727239608765
3268,3268,The detective who had visited Gorringe in prison had moved on.,0.6846826672554016
3269,3269,The desk sergeant had taken a note and advised her to phone emergency in the event of trouble.,0.6228762269020081
3270,3270,She had suggested that it might be difficult if she was being bludgeoned at the time.,0.7279067039489746
3271,3271,The sergeant did not take this to be facetious.,0.7112225294113159
3272,3272,He advised her to make the call before that eventuality.,0.7294145822525024
3273,3273,Yes.,0.41530558466911316
3274,3274,"And do not open the door.""",0.4614205062389374
3275,3275,She had seen a solicitor about going before a judge to get an exclusion order.,0.3724514842033386
3276,3276,Success was not certain and it was not clear what it would achieve.,0.49497953057289124
3277,3277,She had asked her father not to divulge her address to anyone.,0.5749205350875854
3278,3278,But Maxfield had worries of his own and she thought he would forget.,0.775965690612793
3279,3279,We were left with the hope that the threat was not serious and that Adam would be a deterrent.,0.37866947054862976
3280,3280,"When I asked her how dangerous Gorringe really was, she said, ""he is a creep.""",0.6145328879356384
3281,3281,I was not in the right mood for another conversation with Adam about poetry.,0.6412016749382019
3282,3282,I want to refine and extend the form.,0.1498042792081833
3283,3283,Everything I have done so far is a kind of limbering up.,0.7301785349845886
3284,3284,My juvenilia.,0.6381067633628845
3285,3285,"When I have studied the masters and understood more, especially when I have grasped the power of the kireji, the cutting word that separates the two juxtaposed parts, my real work can begin.""",0.5375069379806519
3286,3286,From upstairs I heard the phone ring and Miranda's footsteps across my ceiling.,0.3547365367412567
3287,3287,"Adam said, ""As a thinking man with an interest in anthropology and politics, you will not be much interested in optimism.",0.22954411804676056
3288,3288,"But beyond the currents of disheartening facts about human nature and societies and daily bad news, there can be mightier stirrings, positive developments that are lost to view.",0.20506788790225983
3289,3289,"The world is so connected now, however crudely, and change is so widely distributed that progress is hard to perceive.",0.5625476241111755
3290,3290,"I do not like to boast, but one of those changes is right in front of you.",0.5106902718544006
3291,3291,"The implications of intelligent machines are so immense that we have no idea what you--civilisation, that is--have set in motion.",0.2556288540363312
3292,3292,One anxiety is that it will be a shock and an insult to live with entities that are cleverer than you are.,0.17963428795337677
3293,3293,But already almost everyone knows someone cleverer than themselves.,0.3048303425312042
3294,3294,"On top of which, you underestimate yourselves.""",0.32820579409599304
3295,3295,I could make out Miranda's voice on the phone.,0.2900867462158203
3296,3296,She was agitated.,0.5257443785667419
3297,3297,She was walking up and down her sitting room as she spoke.,0.6054778695106506
3298,3298,Adam appeared not to hear her,0.4789598286151886
3299,3299,but I knew he had.,0.47195470333099365
3300,3300,"As a species, you are far too competitive.",0.13452348113059998
3301,3301,Even now there are paralysed patients with electrodes implanted in the motor strip of their brains who merely think of the action and can raise an arm or bend a finger.,0.4589087665081024
3302,3302,This is a humble beginning and there are many problems to solve.,0.44198399782180786
3303,3303,"they will certainly be solved, and when they are, and a brain--machine interface is efficient and cheap, you will become a partner with your machines in the open-ended expansion of intelligence, and of consciousness generally.",0.4838891923427582
3304,3304,"Colossal intelligence, instant access to deep moral acumen and to everything known, but more importantly, access to each other.""",0.42741939425468445
3305,3305,Miranda's pacing upstairs had ceased.,0.6790044903755188
3306,3306,you will probably come to value it less in the face of the enormous gains.,0.33508336544036865
3307,3307,You might be wondering what relevance any of this has to the haiku.,0.31014519929885864
3308,3308,it is this.,0.901009738445282
3309,3309,"Ever since I have been here, I have been surveying the literature of scores of countries.",0.6922134160995483
3310,3310,"Magnificent traditions, gorgeous elaborations of--",0.8042606711387634
3311,3311,"Her bedroom door closed, steps swiftly crossed her sitting room to her door.",0.8106855154037476
3312,3312,It slammed shut,0.5347413420677185
3313,3313,and I heard her footsteps on the stairs.,0.4008334279060364
3314,3314,Her key was in my door,0.6454125046730042
3315,3315,and then she was before us.,0.3310178518295288
3316,3316,Her face had a greasy shine.,0.17493347823619843
3317,3317,She was doing her best to keep a level voice.,0.8316473960876465
3318,3318,That was my father on the phone.,0.6406126022338867
3319,3319,They let Gorringe out early.,0.7380884289741516
3320,3320,Three weeks ago.,0.7208000421524048
3321,3321,"he is been to Salisbury, to the house, talked his way past the housekeeper and got my address out of my father.",0.4871060848236084
3322,3322,"He could be on his way here now.""",0.42853716015815735
3323,3323,She lowered herself into the nearest kitchen chair.,0.6546607613563538
3324,3324,I too sat down.,0.4744846522808075
3325,3325,Adam took in Miranda's news and nodded.,0.3644653558731079
3326,3326,But he pressed on into our silence.,0.7147830128669739
3327,3327,"Nearly everything I have read in the world's literature describes varieties of human failure--of understanding, of reason, of wisdom, of proper sympathies.",0.31842318177223206
3328,3328,"Failures of cognition, honesty, kindness, self-awareness; superb depictions of murder, cruelty, greed, stupidity, self-delusion, above all, profound misunderstanding of others.",0.44525614380836487
3329,3329,"Of course, goodness is on show too, and heroism, grace, wisdom, truth.",0.3328855633735657
3330,3330,"Out of this rich tangle have come literary traditions, flourishing, like the wild flowers in Darwin's famous hedgerow.",0.8803012371063232
3331,3331,"Novels ripe with tension, concealment and violence as well as moments of love and perfect formal resolution.",0.8629094958305359
3332,3332,"But when the marriage of men and women to machines is complete, this literature will be redundant because we will understand each other too well.",0.1166887953877449
3333,3333,we will inhabit a community of minds to which we have immediate access.,0.16518722474575043
3334,3334,"Connectivity will be such that individual nodes of the subjective will merge into an ocean of thought, of which our Internet is the crude precursor.",0.35160624980926514
3335,3335,"As we come to inhabit each other's minds, we will be incapable of deceit.",0.11174403876066208
3336,3336,Our narratives will no longer record endless misunderstanding.,0.220646470785141
3337,3337,Our literatures will lose their unwholesome nourishment.,0.3224010765552521
3338,3338,"The lapidary haiku, the still, clear perception and celebration of things as they are, will be the only necessary form.",0.701994776725769
3339,3339,"I am sure we will treasure the literature of the past, even as it horrifies us.",0.21629765629768372
3340,3340,"we will look back and marvel at how well the people of long ago depicted their own shortcomings, how they wove brilliant, even optimistic fables out of their conflicts and monstrous inadequacies and mutual incomprehension.""",0.21201719343662262
3341,3341,"Adam's Utopia masked a nightmare, as Utopias generally do, but it was a mere abstraction.",0.40276169776916504
3342,3342,Miranda's nightmare was real and instantly became mine.,0.6010845303535461
3343,3343,"We sat beside each other at the table, flustered and dumb, a rare combination.",0.7153742909431458
3344,3344,It was left to Adam to be clear-headed and set out the reassuring facts.,0.43404513597488403
3345,3345,Nothing Maxfield had said on the phone indicated that Gorringe was on his way here tonight.,0.8286016583442688
3346,3346,"If he would been out three weeks, murder was clearly not his priority.",0.675531268119812
3347,3347,"He could arrive tomorrow, or next month, or never.",0.3857891857624054
3348,3348,"If he hoped to succeed without witnesses, he would have to kill all three of us.",0.1988680064678192
3349,3349,He would be an obvious suspect in any crime against Miranda.,0.17739632725715637
3350,3350,"Even if he came this evening, he would find Miranda's flat in darkness.",0.5623608231544495
3351,3351,He knew nothing about her connection with me.,0.28279414772987366
3352,3352,It was likely that the threat itself was all the punishment he intended.,0.32800987362861633
3353,3353,"Finally, we had a strongman on our side.",0.3379144072532654
3354,3354,"If necessary, he could keep Gorringe talking while one of us called the police.",0.4365665018558502
3355,3355,Time to open the wine!,0.5132038593292236
3356,3356,Adam set three glasses on the table.,0.6363688707351685
3357,3357,Miranda preferred my father's Edwardian teak-handled corkscrew to my fancy gadget with a lever.,0.5249262452125549
3358,3358,The effort seemed to settle her.,0.8738224506378174
3359,3359,The first glass settled me.,0.8460713624954224
3360,3360,"To keep us company, Adam sipped at a third of a glass of warm water.",0.5458235740661621
3361,3361,"Our fears were not quite dispelled but now, in this party atmosphere, we returned to Adam's little thesis.",0.7854113578796387
3362,3362,"We even raised a toast to ""the future,"" though his version of it, private mental space drowned by new technology in an ocean of collective thought, repelled us both.",0.28173553943634033
3363,3363,"Fortunately, it was as feasible as the project of implanting the brains of billions.",0.22281958162784576
3364,3364,"I said to Adam, ""I would like to think that there will always be someone, somewhere, not writing haikus.""",0.5275969505310059
3365,3365,We raised our glasses to that too.,0.38880789279937744
3366,3366,No one was in the mood for an argument.,0.7935256958007812
3367,3367,The only other possible topic was Gorringe and everything related to him.,0.4968472421169281
3368,3368,That conversation was just starting when I excused myself and went to the bathroom.,0.5085934996604919
3369,3369,"As I was washing my hands, I found myself thinking about Mark and my fleeting sense of privilege in the playground when he put his hand in mine.",0.8912532329559326
3370,3370,I remembered his look of resilient intelligence.,0.5335860252380371
3371,3371,"I thought of him not as a child, but as a person in the context of his entire life.",0.6345240473747253
3372,3372,"His future was in the hands of bureaucrats, however kindly, and the choices they made for him.",0.6149278879165649
3373,3373,He could easily sink.,0.3200415074825287
3374,3374,Miranda had so far been unable to get news of him.,0.8186182379722595
3375,3375,"Finding Jasmin, or any social worker willing to talk to her, was impossible.",0.2980021834373474
3376,3376,"There were, she was told at last by someone in the right department, issues of confidentiality.",0.7904966473579407
3377,3377,"Despite that, she learned that the father had vanished and the mother had drink and drug problems.",0.7156781554222107
3378,3378,As I was returning to the kitchen,0.5943396091461182
3379,3379,"I had a moment of nostalgia for my life as it was before Gorringe, Adam, even Miranda.",0.7317015528678894
3380,3380,"As an existence, it had been insufficient but relatively simple.",0.5845543742179871
3381,3381,Simpler still if I would left my mother's money in the bank.,0.4205147325992584
3382,3382,"Here was my lover at the table, beautiful and outwardly composed.",0.5710460543632507
3383,3383,"As I sat down, it was not irritation",0.5852373242378235
3384,3384,"I felt towards her, though that was not far off.",0.3462585508823395
3385,3385,More like detachment.,0.666373610496521
3386,3386,"I saw what must have been obvious to everyone--her secretiveness; also, her inability to ask for help, her trick of getting it anyway, and of never being held to account.",0.5097002983093262
3387,3387,"I sat down, drank a little wine, listened to the conversation--and made a decision.",0.40363577008247375
3388,3388,"Setting aside Adam's reassurances, I believed she had brought a murderer into my life.",0.16736184060573578
3389,3389,"I was expected to help, and I would.",0.1557210236787796
3390,3390,But she had told me nothing.,0.3938165605068207
3391,3391,Now I was calling in a debt.,0.337852418422699
3392,3392,We were looking right at each other.,0.802399218082428
3393,3393,"I could not keep the terseness out of my voice. """,0.7728143334388733
3394,3394,"Did he rape you or not?""",0.2679130434989929
3395,3395,"After a pause, during which she continued to hold my gaze, she shook her head slowly from side to side",0.49782848358154297
3396,3396,"and then she said softly, ""No.""",0.7448166012763977
3397,3397,I waited.,0.40899229049682617
3398,3398,She waited.,0.46135735511779785
3399,3399,Adam went to speak.,0.3991415202617645
3400,3400,I silenced him with a slight shake of the head.,0.5078003406524658
3401,3401,When it was clear that Miranda was not going to say more---,0.6486313343048096
3402,3402,"the very reticence that was oppressing me--I said, ""You lied to the court.""",0.36853834986686707
3403,3403,She sighed.,0.5228684544563293
3404,3404,"Again, I waited.",0.8334882855415344
3405,3405,"My patience was running out, but I did not raise my voice. """,0.6691923141479492
3406,3406,Miranda.,0.47139596939086914
3407,3407,This is stupid.,0.11440698057413101
3408,3408,What happened?,0.370919793844223
3409,3409,"To my relief, she said, as though to herself, ""it will take a while.""",0.549157440662384
3410,3410,She began without preamble.,0.5994121432304382
3411,3411,Suddenly she seemed eager to tell her story.,0.5991365313529968
3412,3412,She was brought into the classroom and introduced as Mariam.,0.44177958369255066
3413,3413,"She was slender and dark, with beautiful eyes and the blackest hair you would ever seen, tied with a white ribbon.",0.2734168469905853
3414,3414,Salisbury was a very white town back then,0.561041533946991
3415,3415,so we were all fascinated by this girl from Pakistan.,0.23625978827476501
3416,3416,"I could see that standing there, in front of the class, being stared at by everyone, was hard for her.",0.7624288201332092
3417,3417,It was as if she was in pain.,0.5404597520828247
3418,3418,"When our teacher asked who wanted to be Mariam's special friend and show her around and help her, I was the first to put up my hand.",0.7268761396408081
3419,3419,The boy sitting with me was moved to another desk,0.7536033391952515
3420,3420,and she took his place.,0.7740892171859741
3421,3421,"We sat together in class for years to come, in that school and the next.",0.8018222451210022
3422,3422,"At some point during our first day, she put her hand in mine.",0.8643613457679749
3423,3423,"Lots of us girls were always doing that, but this was different.",0.9039483070373535
3424,3424,Her hand was so delicate and smooth,0.7610681653022766
3425,3425,"and she was so quiet, so tentative.",0.8518043756484985
3426,3426,"I was pretty shy myself, so I was drawn to her quietness and intimacy.",0.937169075012207
3427,3427,"She was far more timid than me, at least at first, and I think she made me feel for the first time confident and knowing.",0.9491331577301025
3428,3428,I fell in love with her.,0.5698754191398621
3429,3429,I introduced her to my friends.,0.5419535636901855
3430,3430,I do not remember any racism.,0.40914836525917053
3431,3431,"The boys ignored her, the girls were kind to her.",0.7697693705558777
3432,3432,They liked to finger her brightly coloured dresses.,0.6683586835861206
3433,3433,"She was so unusual, exotic even, and I used to worry that someone would steal her from me.",0.6596153378486633
3434,3434,But she was a very loyal friend.,0.46278440952301025
3435,3435,We kept hold of each other's hand.,0.7460429668426514
3436,3436,"Within a month, she took me home to meet her family.",0.5664554238319397
3437,3437,"Knowing that I would lost my mother when I was little, Mariam's mother, Sana, took me in.",0.6678861975669861
3438,3438,She was kind but rather bossy in an affectionate way.,0.7305835485458374
3439,3439,One afternoon she brushed out my hair and tied in one of Mariam's ribbons.,0.4774869978427887
3440,3440,No one had ever done that for me before.,0.7596148252487183
3441,3441,"I was overwhelmed and I cried.""",0.8884711861610413
3442,3442,The memory had caused her throat to constrict and her voice to become lighter.,0.5945920348167419
3443,3443,She paused and swallowed hard before starting again.,0.5303900837898254
3444,3444,"There was a little sister, Surayya, whom Mariam adored, and two older brothers, Farhan and Hamid.",0.7209750413894653
3445,3445,"Her father, Yasir, worked for the local authority as a water engineer.",0.5311571955680847
3446,3446,He was very nice to me too.,0.6296680569648743
3447,3447,"It was a crowded, noisy household, very friendly, argumentative, the complete opposite of my own.",0.8616265058517456
3448,3448,"They were religious, Muslim of course, but at that age I was hardly aware of it.",0.42596203088760376
3449,3449,"Later I took it for granted, and by then I was a part of the family.",0.7097028493881226
3450,3450,"When they went to the mosque, it never crossed my mind to go with them, or even ask about it.",0.7520040273666382
3451,3451,I would grown up without religion and I had no interest in it.,0.41421058773994446
3452,3452,Mariam was transformed as soon as she was through her front door.,0.449077308177948
3453,3453,She became playful and far more talkative.,0.9227808117866516
3454,3454,She was her father's favourite.,0.8230090141296387
3455,3455,She liked to sit on his knee when he came in from work.,0.7644611597061157
3456,3456,I was a tiny bit jealous.,0.6513257622718811
