,vader_roll500,textblob_roll500,huliu_roll500,syuzhet_roll500,jockers_rinker_roll500,sentiword_roll500,senticnet_roll500
3038,0.020006200000000002,0.042440000000000005,-0.046,0.0717,0.08549999999999999,-0.0011116142857142703,0.34679
3039,0.020554000000000003,0.042640000000000004,-0.046,0.0712,0.08499999999999999,-0.00023661428571427045,0.347266
3040,0.0194176,0.042640000000000004,-0.048,0.06810000000000001,0.08189999999999999,-0.00011161428571427046,0.347206
3041,0.018192800000000002,0.042640000000000004,-0.052,0.0656,0.0794,0.0007633857142857295,0.34426999999999996
3042,0.018192800000000002,0.042640000000000004,-0.052,0.0656,0.0794,0.0012633857142857296,0.34239600000000003
3043,0.019716800000000003,0.043640000000000005,-0.05,0.0697,0.08349999999999999,0.00463838571428573,0.34967400000000004
3044,0.019716800000000003,0.04324,-0.05,0.0697,0.08349999999999999,0.0050550523809523955,0.352406
3045,0.019264200000000002,0.04324,-0.05,0.0692,0.08299999999999999,0.005430052380952396,0.350028
3046,0.019264200000000002,0.04324,-0.05,0.0692,0.08299999999999999,0.005430052380952396,0.34736199999999995
3047,0.019264200000000002,0.042839999999999996,-0.05,0.0692,0.08299999999999999,0.0033050523809523957,0.342906
3048,0.019264200000000002,0.042839999999999996,-0.052,0.068,0.0818,0.0023050523809523956,0.343072
3049,0.020285400000000002,0.04304,-0.05,0.0695,0.0833,0.0033675523809523957,0.343776
3050,0.0210892,0.04304,-0.048,0.0705,0.0843,0.0051175523809523955,0.346078
3051,0.021893,0.0435,-0.046,0.072,0.0858,0.006867552380952395,0.347826
3052,0.0228808,0.0435,-0.046,0.0745,0.0883,0.008992552380952397,0.35226999999999997
3053,0.0235172,0.044199999999999996,-0.044,0.076,0.08979999999999999,0.010242552380952397,0.35347
3054,0.024779199999999998,0.045,-0.042,0.077,0.09079999999999999,0.011700885714285729,0.352188
3055,0.024070599999999998,0.0449,-0.042,0.077,0.09079999999999999,0.010700885714285728,0.35256800000000005
3056,0.024070599999999998,0.044500000000000005,-0.04,0.07660000000000002,0.09040000000000001,0.009700885714285729,0.349798
3057,0.024070599999999998,0.045020000000000004,-0.042,0.07830000000000001,0.09210000000000002,0.009513385714285729,0.353254
3058,0.0233482,0.045020000000000004,-0.042,0.07890000000000001,0.0927,0.011638385714285729,0.355966
3059,0.0253224,0.045520000000000005,-0.038,0.0829,0.09670000000000001,0.011513385714285729,0.354908
3060,0.027869599999999998,0.04586,-0.036,0.083,0.0968,0.01026338571428573,0.35384999999999994
3061,0.028823,0.04662,-0.034,0.0845,0.0983,0.011013385714285728,0.35411400000000004
3062,0.0293566,0.04726,-0.034,0.0845,0.0983,0.009049100000000015,0.357026
3063,0.029562,0.0476,-0.034,0.0857,0.09949999999999999,0.009424100000000015,0.35538200000000003
3064,0.0293612,0.048100000000000004,-0.036,0.08560000000000001,0.09939999999999999,0.010932433333333349,0.35313
3065,0.0276588,0.04614,-0.04,0.0819,0.0957,0.009682433333333348,0.351512
3066,0.0279114,0.047080000000000004,-0.038,0.0839,0.0977,0.012557433333333349,0.35184999999999994
3067,0.0279114,0.04768,-0.038,0.0844,0.09819999999999998,0.013669433333333349,0.35504199999999997
3068,0.026958,0.04688,-0.04,0.0839,0.0977,0.009731933333333349,0.35039000000000003
3069,0.0278388,0.04768,-0.036,0.084,0.0978,0.00844026666666668,0.35138
3070,0.0293546,0.04832,-0.032,0.0865,0.1003,0.008023600000000014,0.353502
3071,0.029509,0.04838,-0.03,0.0878,0.1016,0.009523600000000014,0.35506
3072,0.030889600000000003,0.050080000000000006,-0.02,0.09090000000000001,0.1047,0.009661100000000016,0.358796
3073,0.030889600000000003,0.049580000000000006,-0.018,0.09450000000000001,0.1083,0.009561100000000013,0.360836
3074,0.029265400000000004,0.049280000000000004,-0.018,0.09250000000000001,0.10629999999999999,0.009086100000000014,0.358646
3075,0.029265400000000004,0.049280000000000004,-0.018,0.09250000000000001,0.10629999999999999,0.009586100000000014,0.358726
3076,0.0285718,0.04972,-0.022,0.09010000000000001,0.1039,0.009211100000000014,0.35776600000000003
3077,0.029991,0.04972,-0.022,0.08960000000000001,0.1034,0.010111100000000015,0.35983800000000005
3078,0.0291872,0.04956,-0.024,0.0879,0.1017,0.007790266666666681,0.357562
3079,0.028166,0.04796,-0.026,0.0859,0.0997,0.007790266666666681,0.35772200000000004
3080,0.0296114,0.04956,-0.024,0.09,0.1038,0.009456933333333346,0.36072799999999994
3081,0.0296114,0.04956,-0.024,0.09,0.1038,0.009456933333333346,0.363194
3082,0.0306326,0.04976,-0.018,0.0933,0.1071,0.011831933333333346,0.367084
3083,0.0312908,0.05,-0.014,0.0958,0.10959999999999999,0.015248600000000011,0.37119399999999997
3084,0.0317908,0.05,-0.012,0.0978,0.11159999999999999,0.016498600000000013,0.374886
3085,0.0317908,0.05,-0.012,0.0978,0.11159999999999999,0.016998600000000013,0.379122
3086,0.0317972,0.05,-0.008,0.1003,0.1141,0.01854026666666668,0.37846799999999997
3087,0.0338718,0.05174,-0.006,0.1039,0.11769999999999999,0.019706933333333343,0.383054
3088,0.032673,0.051340000000000004,-0.008,0.1024,0.11619999999999998,0.018790266666666677,0.38292000000000004
3089,0.0320252,0.05174,-0.012,0.0999,0.1137,0.01674860000000001,0.38214
3090,0.0334164,0.05264,-0.01,0.1009,0.11469999999999998,0.021581933333333345,0.38033
3091,0.0334164,0.05238,-0.012,0.0987,0.11249999999999999,0.022331933333333345,0.37857
3092,0.0331856,0.052520000000000004,-0.012,0.0999,0.1137,0.02412360000000001,0.382244
3093,0.0329558,0.05258000000000001,-0.012,0.10170000000000001,0.1155,0.023623600000000012,0.390174
3094,0.0335478,0.052539999999999996,-0.012,0.1024,0.1162,0.02487360000000001,0.389532
3095,0.0338038,0.052539999999999996,-0.012,0.1024,0.1162,0.02556110000000001,0.39097
3096,0.034825,0.05382,-0.01,0.10670000000000002,0.1205,0.02581110000000001,0.393964
3097,0.0351248,0.05382,-0.008,0.10850000000000001,0.12229999999999999,0.02628610000000001,0.39243599999999995
3098,0.035739,0.05382,-0.006,0.11050000000000001,0.1243,0.02686943333333335,0.396916
3099,0.035016599999999995,0.05382,-0.008,0.10950000000000001,0.12329999999999999,0.026119433333333348,0.39519600000000005
3100,0.035016599999999995,0.05382,-0.01,0.10950000000000001,0.12129999999999999,0.027531933333333345,0.400584
3101,0.03438019999999999,0.05324,-0.008,0.11070000000000002,0.1225,0.025531933333333347,0.40168
3102,0.035654,0.052840000000000005,-0.008,0.11150000000000002,0.12329999999999999,0.026844433333333344,0.401836
3103,0.03408499999999999,0.0514,-0.012,0.10850000000000001,0.12029999999999999,0.027011100000000014,0.399994
3104,0.0350384,0.053079999999999995,-0.01,0.10950000000000001,0.12129999999999999,0.027011100000000014,0.398324
3105,0.0356304,0.05228,-0.01,0.1107,0.12249999999999998,0.026886100000000013,0.395186
3106,0.0356304,0.05248,-0.01,0.1107,0.12249999999999998,0.026302766666666682,0.39628800000000003
3107,0.036715000000000005,0.05248,-0.008,0.11059999999999999,0.1224,0.02413610000000001,0.392804
3108,0.0369184,0.05382,-0.006,0.11090000000000001,0.12269999999999999,0.023136100000000014,0.396578
3109,0.037714599999999994,0.053619999999999994,0.0,0.1124,0.12419999999999999,0.023761100000000014,0.39214
3110,0.037590799999999994,0.052840000000000005,0.002,0.11359999999999999,0.12539999999999998,0.025386100000000012,0.39188999999999996
3111,0.037590799999999994,0.052840000000000005,0.002,0.11359999999999999,0.12539999999999998,0.023386100000000014,0.391988
3112,0.0386754,0.053439999999999994,0.01,0.1194,0.13119999999999998,0.022969433333333348,0.397458
3113,0.0386754,0.05324,0.01,0.11820000000000001,0.13,0.022281933333333347,0.39421200000000006
3114,0.0394792,0.05314,0.01,0.11820000000000001,0.13,0.023281933333333348,0.394502
3115,0.039996,0.0531,0.008,0.11550000000000002,0.1273,0.022906933333333348,0.395712
3116,0.0410172,0.0525,0.014,0.11950000000000001,0.1313,0.023156933333333348,0.398772
3117,0.041120399999999994,0.05226000000000001,0.014,0.11950000000000001,0.1313,0.023014076190476206,0.40173999999999993
3118,0.041120399999999994,0.05206,0.014,0.12110000000000001,0.13290000000000002,0.024389076190476203,0.401712
3119,0.0407158,0.052660000000000005,0.014,0.12160000000000001,0.13340000000000002,0.023139076190476202,0.402838
3120,0.0389968,0.05442,0.01,0.11980000000000002,0.1316,0.021889076190476205,0.407964
3121,0.039388799999999995,0.054020000000000006,0.01,0.11980000000000002,0.1316,0.019284909523809537,0.402426
3122,0.039388799999999995,0.054020000000000006,0.008,0.11980000000000002,0.1296,0.01878490952380954,0.40343599999999996
3123,0.039388799999999995,0.054020000000000006,0.008,0.11900000000000001,0.12879999999999997,0.01828490952380954,0.40056
3124,0.0375686,0.05302,0.002,0.11520000000000001,0.125,0.01715990952380954,0.39813
3125,0.036580800000000004,0.053599999999999995,0.004,0.11680000000000001,0.1266,0.01728490952380954,0.395524
3126,0.0380966,0.054099999999999995,0.004,0.11880000000000002,0.1286,0.018326576190476205,0.396288
3127,0.0394358,0.05533999999999999,0.006,0.12030000000000002,0.1301,0.019076576190476202,0.397658
3128,0.04095959999999999,0.05464,0.002,0.11750000000000002,0.1273,0.019909909523809537,0.39286400000000005
3129,0.0417924,0.05464,0.002,0.12070000000000002,0.1305,0.021201576190476204,0.39468200000000003
3130,0.0420752,0.054439999999999995,-0.002,0.11750000000000002,0.1273,0.023351576190476203,0.394392
3131,0.0410874,0.054439999999999995,-0.002,0.11750000000000002,0.1273,0.0242265761904762,0.387834
3132,0.0410874,0.054439999999999995,-0.002,0.11750000000000002,0.1273,0.022726576190476203,0.386534
3133,0.0410874,0.054439999999999995,-0.002,0.11750000000000002,0.1273,0.023226576190476203,0.38528799999999996
3134,0.0410874,0.054439999999999995,-0.004,0.11630000000000001,0.1261,0.022601576190476202,0.38077999999999995
3135,0.0410874,0.05414,-0.006,0.11430000000000001,0.12409999999999999,0.022501576190476203,0.38011399999999995
3136,0.040169800000000006,0.05314,-0.008,0.11000000000000001,0.1198,0.020751576190476205,0.378428
3137,0.040169800000000006,0.052340000000000005,-0.008,0.10840000000000002,0.1182,0.020751576190476205,0.37369399999999997
3138,0.040169800000000006,0.052340000000000005,-0.008,0.10840000000000002,0.1182,0.020501576190476205,0.37839799999999996
3139,0.0394474,0.052340000000000005,-0.01,0.10740000000000002,0.1172,0.019751576190476204,0.376762
3140,0.0383326,0.052340000000000005,-0.012,0.10590000000000002,0.1157,0.021251576190476205,0.37649999999999995
3141,0.0370588,0.051340000000000004,-0.014,0.10560000000000001,0.11539999999999999,0.020501576190476205,0.375116
3142,0.035785000000000004,0.05034,-0.016,0.10460000000000001,0.11439999999999999,0.019751576190476204,0.374284
3143,0.035785000000000004,0.05034,-0.016,0.10460000000000001,0.11439999999999999,0.021751576190476202,0.374406
3144,0.036828200000000005,0.04934,-0.018,0.10310000000000001,0.11289999999999999,0.021626576190476202,0.376176
3145,0.036828200000000005,0.04934,-0.018,0.10310000000000001,0.11289999999999999,0.0209765761904762,0.37926800000000005
3146,0.036828200000000005,0.049940000000000005,-0.018,0.10360000000000001,0.11339999999999999,0.02192190952380954,0.376974
3147,0.037816,0.049940000000000005,-0.018,0.10360000000000001,0.11339999999999999,0.01960940952380954,0.382262
3148,0.037816,0.049940000000000005,-0.018,0.10240000000000002,0.11220000000000001,0.02009869523809525,0.38549
3149,0.037816,0.04974,-0.018,0.10240000000000002,0.11220000000000001,0.01984869523809525,0.38337
3150,0.038171800000000006,0.05006,-0.016,0.10290000000000002,0.11270000000000001,0.019036195238095254,0.384614
3151,0.038171800000000006,0.05006,-0.016,0.10240000000000002,0.11220000000000001,0.018786195238095254,0.385246
3152,0.036973,0.050260000000000006,-0.018,0.10040000000000002,0.1102,0.018929052380952396,0.38294000000000006
3153,0.0362094,0.050260000000000006,-0.02,0.09940000000000002,0.1092,0.017262385714285726,0.37895999999999996
3154,0.0362094,0.050260000000000006,-0.02,0.09940000000000002,0.1092,0.017262385714285726,0.377594
3155,0.0362094,0.05138,-0.018,0.10020000000000001,0.11,0.018087385714285725,0.37904200000000005
3156,0.0362094,0.05138,-0.02,0.09860000000000001,0.1084,0.01571238571428573,0.37554000000000004
3157,0.0370288,0.05214,-0.018,0.10050000000000002,0.1103,0.017374885714285724,0.375626
3158,0.0373846,0.05114,-0.02,0.09950000000000002,0.1093,0.017374885714285724,0.37556399999999995
3159,0.0363968,0.050260000000000006,-0.022,0.09790000000000001,0.1077,0.016562385714285723,0.372786
3160,0.037567,0.051460000000000006,-0.018,0.1042,0.114,0.015562385714285728,0.37581600000000004
3161,0.0394926,0.05246000000000001,-0.012,0.1087,0.1185,0.017079052380952395,0.377718
3162,0.0392568,0.05246000000000001,-0.014,0.1068,0.1166,0.019329052380952394,0.376844
3163,0.040597799999999996,0.05346000000000001,-0.01,0.10990000000000001,0.11969999999999999,0.018329052380952393,0.379454
3164,0.04331259999999999,0.05496,0.0,0.1169,0.12669999999999998,0.02212071904761906,0.385022
3165,0.04331259999999999,0.0546,0.0,0.1169,0.12669999999999998,0.02187071904761906,0.38386000000000003
3166,0.042549,0.055600000000000004,0.002,0.1187,0.1285,0.02349571904761906,0.384274
3167,0.0427864,0.0551,0.004,0.1197,0.1295,0.023829052380952398,0.38370200000000004
3168,0.0420158,0.05478,0.004,0.1177,0.1275,0.022974885714285728,0.382274
3169,0.0421462,0.055020000000000006,0.01,0.12030000000000002,0.1301,0.0243915523809524,0.381252
3170,0.0421462,0.055020000000000006,0.01,0.12030000000000002,0.1301,0.022166552380952397,0.38214
3171,0.04342,0.05602,0.012,0.12300000000000001,0.13279999999999997,0.022916552380952394,0.38616400000000006
3172,0.0447816,0.05602,0.018,0.1265,0.13829999999999998,0.024166552380952395,0.39340800000000004
3173,0.0442352,0.055020000000000006,0.016,0.1245,0.13629999999999998,0.021916552380952397,0.389224
3174,0.044773600000000004,0.054520000000000006,0.012,0.1227,0.1345,0.022041552380952397,0.39113
3175,0.043580400000000005,0.054520000000000006,0.012,0.12290000000000001,0.1347,0.024916552380952396,0.390708
3176,0.043580400000000005,0.054520000000000006,0.012,0.1241,0.1359,0.024541552380952396,0.3924520000000001
3177,0.0419876,0.053520000000000005,0.01,0.1202,0.132,0.023291552380952395,0.390536
3178,0.042623999999999995,0.053520000000000005,0.008,0.1202,0.132,0.02357726666666668,0.38893
3179,0.0411538,0.054079999999999996,0.002,0.11630000000000001,0.1281,0.023366066666666678,0.38211
3180,0.042789,0.05488,0.006,0.12040000000000001,0.13219999999999998,0.02511606666666668,0.38579399999999997
3181,0.042789,0.05587999999999999,0.006,0.12060000000000001,0.13240000000000002,0.02561606666666668,0.387974
3182,0.043373800000000004,0.055479999999999995,0.004,0.11960000000000001,0.13140000000000002,0.026032733333333346,0.38613200000000003
3183,0.0418894,0.055479999999999995,0.004,0.1194,0.1312,0.028345233333333348,0.38648000000000005
3184,0.04403460000000001,0.05568,0.006,0.12290000000000001,0.13470000000000001,0.029657733333333346,0.388764
3185,0.0439046,0.055380000000000006,0.006,0.12390000000000001,0.13570000000000002,0.02890773333333335,0.390606
3186,0.044019,0.055380000000000006,0.004,0.12200000000000001,0.13379999999999997,0.026657733333333346,0.38593600000000006
3187,0.045368200000000004,0.055380000000000006,0.0,0.12200000000000001,0.12979999999999997,0.02730356666666668,0.38684999999999997
3188,0.046249000000000005,0.055380000000000006,-0.002,0.12200000000000001,0.1278,0.02872023333333335,0.386728
3189,0.0449854,0.054580000000000004,-0.004,0.11930000000000002,0.1251,0.025636900000000015,0.385504
3190,0.044032,0.05328,-0.006,0.11910000000000001,0.12490000000000001,0.022386900000000015,0.38669000000000003
3191,0.043485600000000006,0.053720000000000004,-0.004,0.12040000000000001,0.1262,0.020886900000000014,0.39188
3192,0.04222360000000001,0.05272,-0.002,0.12060000000000001,0.1264,0.020386900000000013,0.39074000000000003
3193,0.04222360000000001,0.05282,-0.004,0.12020000000000002,0.126,0.020824400000000014,0.38481
3194,0.041631600000000005,0.05282,-0.004,0.11940000000000002,0.1252,0.021247019047619064,0.38607400000000003
3195,0.0414006,0.053020000000000005,-0.008,0.11530000000000001,0.1211,0.022684519047619058,0.380404
3196,0.0405576,0.053020000000000005,-0.01,0.11480000000000001,0.1206,0.021184519047619064,0.3763
3197,0.0404544,0.053020000000000005,-0.014,0.11460000000000001,0.1204,0.020434519047619063,0.371062
3198,0.040565399999999995,0.053360000000000005,-0.016,0.11410000000000001,0.1199,0.02122618571428573,0.37149
3199,0.040565399999999995,0.053360000000000005,-0.012,0.11410000000000001,0.12390000000000001,0.02157618571428573,0.371834
3200,0.04036,0.053360000000000005,-0.012,0.11410000000000001,0.12390000000000001,0.019201185714285727,0.368906
3201,0.039955399999999995,0.053360000000000005,-0.014,0.11100000000000002,0.12079999999999999,0.02015951904761906,0.36938000000000004
3202,0.040211399999999994,0.05346,-0.012,0.10980000000000001,0.1216,0.023763185714285727,0.368832
3203,0.040263,0.05378,-0.012,0.10980000000000001,0.1216,0.025513185714285725,0.367968
3204,0.039583,0.05388,-0.014,0.11140000000000003,0.1232,0.025763185714285725,0.364726
3205,0.0384112,0.05268,-0.016,0.10950000000000001,0.12129999999999999,0.023513185714285727,0.36404000000000003
3206,0.0385742,0.05226,-0.02,0.10900000000000001,0.1178,0.022263185714285726,0.36643600000000004
3207,0.0388302,0.05226,-0.02,0.10920000000000002,0.118,0.021888185714285725,0.367952
3208,0.0393302,0.05216,-0.018,0.11070000000000002,0.1195,0.021442852380952396,0.37269
3209,0.0376,0.05116,-0.022,0.10770000000000002,0.1165,0.019692852380952395,0.37027200000000005
3210,0.0383448,0.05116,-0.022,0.1073,0.1161,0.019734519047619064,0.37103800000000003
3211,0.0379666,0.0511,-0.024,0.1078,0.1166,0.018255352380952394,0.371014
3212,0.038770400000000003,0.0525,-0.022,0.10930000000000001,0.1181,0.019880352380952395,0.372068
3213,0.038770400000000003,0.0525,-0.022,0.10930000000000001,0.1181,0.019630352380952395,0.373122
3214,0.0397238,0.053700000000000005,-0.02,0.11090000000000001,0.1197,0.020359519047619064,0.375788
3215,0.039270200000000005,0.05376,-0.022,0.1082,0.117,0.019526185714285726,0.37442200000000003
3216,0.039064800000000004,0.052860000000000004,-0.026,0.1077,0.1155,0.019876185714285725,0.37142
3217,0.04025020000000001,0.05380000000000001,-0.026,0.1082,0.116,0.020126185714285726,0.372786
3218,0.0403402,0.05380000000000001,-0.026,0.1114,0.1192,0.021063685714285726,0.37930200000000003
3219,0.040391800000000005,0.05380000000000001,-0.026,0.1114,0.1192,0.02164701904761906,0.383988
3220,0.040391800000000005,0.05380000000000001,-0.026,0.1114,0.1192,0.022397019047619062,0.383866
3221,0.0382372,0.05280000000000001,-0.028,0.11090000000000001,0.1187,0.022147019047619062,0.388666
3222,0.03668060000000001,0.051699999999999996,-0.034,0.1065,0.11230000000000001,0.01963035238095239,0.381046
3223,0.03668060000000001,0.051699999999999996,-0.034,0.1065,0.11230000000000001,0.019905352380952392,0.38104
3224,0.0357174,0.051239999999999994,-0.034,0.10540000000000001,0.11120000000000001,0.01824463809523811,0.38031
3225,0.035712400000000005,0.0512,-0.036,0.10490000000000001,0.1107,0.019106638095238108,0.380976
3226,0.034778199999999995,0.049800000000000004,-0.038,0.1039,0.1097,0.019269138095238107,0.382396
3227,0.0352308,0.04982,-0.034,0.10590000000000001,0.11170000000000001,0.019519138095238107,0.379932
3228,0.034559,0.049479999999999996,-0.036,0.10540000000000001,0.11120000000000001,0.019269138095238107,0.378138
3229,0.0340126,0.04914,-0.038,0.10380000000000002,0.1096,0.017432938095238108,0.37387
3230,0.033008,0.0479,-0.038,0.10280000000000002,0.1086,0.016307938095238107,0.36993200000000004
3231,0.035291399999999994,0.049300000000000004,-0.034,0.1081,0.1139,0.020412104761904776,0.37339599999999995
3232,0.0328678,0.0483,-0.036,0.10560000000000001,0.1114,0.019912104761904775,0.373796
3233,0.0331238,0.04850000000000001,-0.036,0.10610000000000001,0.1119,0.02322460476190477,0.37849600000000005
3234,0.032512,0.04850000000000001,-0.036,0.10610000000000001,0.10990000000000001,0.02322460476190477,0.37718799999999997
3235,0.032156199999999996,0.049120000000000004,-0.034,0.10690000000000001,0.11069999999999999,0.02559960476190477,0.381322
3236,0.032156199999999996,0.0478,-0.034,0.10840000000000001,0.1122,0.02616627142857144,0.37485399999999997
3237,0.032125,0.04812,-0.034,0.1073,0.10909999999999999,0.025999604761904778,0.37293200000000004
3238,0.032125,0.04782000000000001,-0.034,0.10650000000000001,0.1083,0.023999604761904776,0.375028
3239,0.032125,0.04782000000000001,-0.034,0.10650000000000001,0.1083,0.023374604761904776,0.37278000000000006
3240,0.0333846,0.048620000000000003,-0.032,0.10900000000000001,0.1108,0.022707938095238106,0.375916
3241,0.033462000000000006,0.04782000000000001,-0.034,0.1098,0.11159999999999999,0.023457938095238107,0.374382
3242,0.0343796,0.04782000000000001,-0.032,0.1113,0.11309999999999999,0.023874604761904773,0.375784
3243,0.0360336,0.04882000000000001,-0.028,0.1153,0.1151,0.025124604761904774,0.377262
3244,0.038178399999999994,0.048720000000000006,-0.022,0.12010000000000001,0.1219,0.026874604761904775,0.3792
3245,0.040945,0.048720000000000006,-0.022,0.12340000000000001,0.1252,0.029124604761904774,0.38234
3246,0.041468399999999996,0.048720000000000006,-0.024,0.1213,0.12310000000000001,0.027874604761904773,0.380392
3247,0.0429544,0.049120000000000004,-0.022,0.12390000000000001,0.1257,0.028499604761904773,0.38111399999999995
3248,0.0432104,0.048260000000000004,-0.02,0.125,0.1268,0.028582938095238104,0.384408
3249,0.04459200000000001,0.04726,-0.016,0.12819999999999998,0.13,0.029457938095238105,0.381904
3250,0.0454942,0.04746,-0.016,0.13069999999999998,0.1325,0.030082938095238106,0.388052
3251,0.0458988,0.04694,-0.014,0.1306,0.13240000000000002,0.026978771428571437,0.39154200000000006
3252,0.045017999999999996,0.04654,-0.016,0.1286,0.13040000000000002,0.025810771428571442,0.39138399999999995
3253,0.0460494,0.046619999999999995,-0.018,0.1276,0.12940000000000002,0.024960771428571442,0.38907400000000003
3254,0.0473048,0.04622,-0.016,0.1328,0.1346,0.025210771428571442,0.390872
3255,0.0480684,0.04622,-0.016,0.1338,0.1356,0.027627438095238106,0.395152
3256,0.0468966,0.04622,-0.016,0.1323,0.1341,0.028877438095238104,0.39588599999999996
3257,0.047202799999999996,0.045759999999999995,-0.018,0.1266,0.12840000000000001,0.027919104761904772,0.39659599999999995
3258,0.0482438,0.0457,-0.014,0.13000000000000003,0.13179999999999997,0.028152438095238104,0.39419400000000004
3259,0.049644400000000005,0.045899999999999996,-0.012,0.13250000000000003,0.13429999999999997,0.029319104761904767,0.39674
3260,0.0491884,0.046520000000000006,-0.012,0.13150000000000003,0.13329999999999997,0.03069410476190477,0.395726
3261,0.0497804,0.046520000000000006,-0.01,0.1323,0.1341,0.030335771428571436,0.38994599999999996
3262,0.0497804,0.046520000000000006,-0.01,0.1328,0.1346,0.02933577142857144,0.393524
3263,0.0497804,0.04628,-0.01,0.1328,0.1346,0.030460771428571436,0.395484
3264,0.0485066,0.04528,-0.014,0.1297,0.1315,0.028746485714285723,0.392386
3265,0.0475188,0.045,-0.012,0.1265,0.12829999999999997,0.030454819047619056,0.39180600000000004
3266,0.045939,0.045,-0.014,0.1218,0.12360000000000002,0.028454819047619054,0.388998
3267,0.0457336,0.045,-0.014,0.1213,0.1231,0.03074648571428572,0.38699399999999995
3268,0.0447124,0.045,-0.016,0.11980000000000002,0.1216,0.03049648571428572,0.386938
3269,0.044219,0.0446,-0.018,0.11880000000000002,0.1206,0.03359648571428572,0.38900799999999996
3270,0.0434966,0.0436,-0.02,0.11830000000000002,0.1201,0.03447148571428572,0.38784199999999996
3271,0.0442804,0.04392,-0.022,0.117,0.1188,0.03357148571428572,0.388202
3272,0.0442804,0.04426,-0.022,0.11860000000000001,0.12040000000000001,0.036171485714285724,0.388704
3273,0.0458592,0.04426,-0.018,0.12010000000000001,0.1219,0.03942148571428572,0.387714
3274,0.0449058,0.04406,-0.018,0.12010000000000001,0.1219,0.03883815238095239,0.391594
3275,0.0453016,0.04406,-0.022,0.11920000000000001,0.121,0.03868815238095239,0.39473400000000003
3276,0.0446704,0.044160000000000005,-0.018,0.1237,0.1239,0.039211961904761915,0.395736
3277,0.044034,0.04340000000000001,-0.018,0.1237,0.1239,0.039211961904761915,0.39358
3278,0.041504,0.0446,-0.022,0.1197,0.11989999999999999,0.038711961904761914,0.39297000000000004
3279,0.0411554,0.04476000000000001,-0.026,0.118,0.11819999999999999,0.03962862857142858,0.394104
3280,0.041345799999999995,0.044360000000000004,-0.028,0.1177,0.11789999999999999,0.038753628571428576,0.39144799999999996
3281,0.043143799999999996,0.04524,-0.02,0.1233,0.1235,0.039336961904761915,0.395806
3282,0.0434384,0.04424,-0.018,0.12530000000000002,0.1255,0.04064946190476191,0.39546000000000003
3283,0.0434384,0.045040000000000004,-0.018,0.12630000000000002,0.1265,0.04096196190476191,0.395764
3284,0.0439848,0.04456,-0.016,0.12400000000000001,0.1242,0.04071196190476191,0.38864800000000005
3285,0.044571799999999995,0.04562,-0.01,0.1267,0.1264,0.03906612857142857,0.390276
3286,0.044571799999999995,0.045200000000000004,-0.01,0.1267,0.1264,0.04098279523809524,0.390666
3287,0.045855599999999996,0.045700000000000005,-0.01,0.12990000000000002,0.1296,0.04198279523809524,0.391166
3288,0.0437034,0.04546,-0.014,0.1274,0.1271,0.04311374761904763,0.390952
3289,0.0433596,0.04434,-0.016,0.12840000000000001,0.1281,0.04346374761904762,0.38834
3290,0.043153199999999996,0.044500000000000005,-0.01,0.12940000000000002,0.1327,0.045005414285714286,0.385928
3291,0.0448716,0.04530000000000001,-0.006,0.13390000000000002,0.13620000000000002,0.044055414285714294,0.38394
3292,0.044063000000000005,0.04558,-0.01,0.1297,0.132,0.04263874761904763,0.38045799999999996
3293,0.0444448,0.04558,-0.012,0.1282,0.1305,0.04232624761904763,0.379082
3294,0.0454112,0.044980000000000006,-0.012,0.1252,0.1295,0.04357624761904763,0.377556
3295,0.0460032,0.044980000000000006,-0.012,0.1252,0.1295,0.04275958095238096,0.375086
3296,0.045391799999999996,0.04478,-0.012,0.1247,0.129,0.04213458095238096,0.37417199999999995
3297,0.045391799999999996,0.04446,-0.012,0.1247,0.129,0.04313458095238096,0.373664
3298,0.0461554,0.04446,-0.012,0.1257,0.13,0.04425958095238096,0.37525400000000003
3299,0.047073000000000004,0.044800000000000006,-0.01,0.1272,0.1315,0.04550958095238096,0.374026
3300,0.0478334,0.045399999999999996,-0.006,0.1296,0.13390000000000002,0.04475958095238096,0.375394
3301,0.049544399999999995,0.045399999999999996,-0.002,0.13579999999999998,0.1401,0.044451247619047625,0.38171200000000005
3302,0.0490918,0.045500000000000006,-0.002,0.1376,0.1419,0.04357624761904763,0.378916
3303,0.0506648,0.04594,0.004,0.1439,0.14820000000000003,0.04076374761904763,0.381942
3304,0.0531076,0.04724,0.012,0.14909999999999998,0.1534,0.04076374761904763,0.387444
3305,0.0548634,0.046239999999999996,0.018,0.1541,0.1584,0.04233874761904762,0.390788
3306,0.0560082,0.04622,0.02,0.15669999999999998,0.161,0.04208041428571429,0.389024
3307,0.0556036,0.046060000000000004,0.024,0.15319999999999998,0.1575,0.04208041428571429,0.373574
3308,0.055223400000000006,0.04686,0.03,0.1541,0.1584,0.04358041428571429,0.3737
3309,0.0551202,0.0464,0.028,0.15309999999999999,0.1574,0.04174708095238096,0.37364800000000004
3310,0.0567922,0.0481,0.032,0.1551,0.15940000000000001,0.04324708095238095,0.37706
3311,0.0573842,0.0479,0.032,0.15630000000000002,0.1606,0.04399708095238095,0.37736000000000003
3312,0.05851119999999999,0.0479,0.034,0.15880000000000002,0.1631,0.045663747619047616,0.376126
